#{"t_start": 1684228389.0110462, "env_id": "ur5e-v0"}
r,l,t
-10.00588,2,1000.63633
-12.746575,13,1004.765455
-16.53881,12,1009.909399
-12.543057,11,1012.836557
-17.749221,12,1016.006399
-8.038741,1,1016.21779
-8.083398,1,1016.495077
-8.001855,1,1016.705396
-4.999517,1,1016.953189
-4.830509,1,1017.23337
-7.98007,1,1017.451926
-7.906862,1,1017.668829
-7.980525,1,1017.879568
-7.965948,1,1018.108429
-8.102671,1,1018.32848
-11.057025,1,1018.544484
-11.08106,1,1018.75888
-10.305873,2,1019.139158
-7.836616,1,1019.394171
-4.671671,1,1019.60533
-5.047838,1,1019.822512
-4.853116,1,1020.026813
-5.338314,1,1020.235101
-4.680254,1,1020.467576
-7.961126,1,1020.690524
-14.598987,12,1024.884866
-18.375724,14,1030.874205
-17.507194,12,1036.016995
-18.355018,15,1042.207334
-16.373342,13,1047.799043
-20.817049,12,1052.376467
-4.970887,1,1052.617063
-10.009014,2,1053.040537
-7.93745,1,1053.260389
-2.999264,1,1053.472131
-18.748921,11,1057.251198
-7.893016,1,1057.47044
-14.753255,12,1061.908672
-18.471105,14,1067.660547
-15.931082,12,1072.293544
-10.197957,2,1072.670633
-8.084876,1,1072.92793
-4.95488,1,1073.146198
-17.028918,13,1077.34525
-8.052691,1,1077.56663
-7.961918,1,1077.836599
-4.947091,1,1078.058059
-9.894712,2,1078.428947
-8.154474,1,1078.644541
-7.886828,1,1078.859261
-4.962701,1,1079.072139
-8.369245,1,1079.292866
-8.184813,1,1079.512148
-7.993726,1,1079.724321
-7.885985,1,1079.940464
-5.000344,1,1080.208609
-7.788498,1,1080.426095
-8.201364,1,1080.651207
-4.913038,1,1080.853129
-8.044303,1,1081.062695
-8.18836,1,1081.334015
-5.009762,1,1081.600767
-6.997587,2,1081.987901
-8.187697,1,1082.197417
-8.017115,1,1082.412482
-4.928099,1,1082.624068
-8.02601,1,1082.85006
-7.940985,1,1083.052423
-4.98533,1,1083.267628
-10.135338,2,1083.636995
-7.783172,1,1083.894702
-3.279298,1,1084.099136
-15.762178,12,1088.686733
-6.012133,1,1088.98134
-14.195817,4,1089.795601
-5.134337,1,1090.006568
-5.00933,1,1090.210464
-4.948641,1,1090.437623
-8.020773,1,1090.645611
-10.029271,2,1091.020788
-4.997383,1,1091.235271
-5.02417,1,1091.445589
-7.933129,1,1091.658682
-10.174445,2,1092.042733
-5.008903,1,1092.301232
-11.690692,3,1092.826402
-9.923378,2,1093.203787
-7.857711,1,1093.467318
-5.001707,1,1093.730323
-6.120706,1,1093.989391
-14.829001,11,1097.748398
-9.001243,3,1098.283381
-7.117603,2,1098.697129
-5.001442,1,1099.088949
-4.663879,1,1099.300089
-5.097718,1,1099.510833
-5.995576,1,1099.788873
-19.950241,14,1104.118907
-5.025331,1,1104.329125
-8.135478,1,1104.539003
-5.013868,1,1104.752686
-9.979335,2,1105.119825
-8.050926,1,1105.340855
-4.645345,1,1105.543657
-4.88014,1,1105.770956
-7.891463,1,1106.035921
-6.097605,1,1106.234623
-12.729911,11,1110.047937
-14.894714,11,1114.405252
-7.904061,1,1114.614168
-4.9316,1,1114.884447
-4.838596,1,1115.09197
-5.281217,1,1115.312656
-4.642471,1,1115.523547
-12.937791,11,1119.231251
-22.687517,16,1124.849181
-12.697907,10,1127.462333
-13.801508,4,1128.557459
-14.550431,11,1131.394306
-10.698102,10,1133.871282
-7.88325,1,1134.069752
-7.953847,1,1134.339478
-8.064471,1,1134.594539
-5.187865,1,1134.79898
-4.888362,1,1135.01232
-11.925067,3,1135.557518
-10.801854,4,1136.254351
-7.049305,2,1136.680862
-7.998753,1,1136.89165
-6.266326,1,1137.095101
-18.763287,13,1141.92066
-5.150986,1,1142.219797
-8.083103,1,1142.499462
-7.95447,1,1142.702086
-8.050177,1,1142.933859
-7.987022,1,1143.147286
-4.958802,1,1143.420651
-5.100965,1,1143.618512
-5.027091,1,1144.00733
-18.531381,14,1148.932767
-31.22417,18,1153.440861
-16.81342,10,1157.637553
-10.063096,2,1158.049198
-4.99846,1,1158.319811
-7.985804,1,1158.522926
-4.920329,1,1158.747891
-7.97526,1,1158.969401
-7.879987,1,1159.16418
-8.039989,1,1159.376688
-4.955772,1,1159.592834
-4.953793,1,1159.819255
-7.929341,1,1160.081053
-7.917337,1,1160.291686
-5.013363,1,1160.504423
-8.112333,1,1160.7149
-8.210177,1,1160.931545
-7.905155,1,1161.149923
-5.071401,1,1161.358513
-11.895022,3,1161.88906
-15.243924,3,1162.4594
-4.820665,1,1162.666096
-4.928975,1,1162.882101
-4.993934,1,1163.09706
-4.811559,1,1163.35743
-4.729311,1,1163.580621
-10.382432,2,1163.958452
-8.391022,1,1164.155058
-7.016953,2,1164.517577
-5.005236,1,1164.895184
-19.598134,12,1169.249401
-23.842965,14,1172.509735
-5.055254,1,1172.741424
-7.918131,1,1172.947971
-7.982301,1,1173.177726
-7.845009,1,1173.395171
-22.984696,13,1177.628871
-7.903777,1,1177.841914
-4.903668,1,1178.055715
-4.924144,1,1178.270346
-8.005882,1,1178.486199
-8.5651,1,1178.710082
-7.177587,2,1179.104644
-9.618324,2,1179.612345
-7.895789,1,1179.833832
-8.100988,1,1180.048364
-16.729854,12,1184.109885
-4.873424,1,1184.345427
-6.995401,4,1185.058415
-7.005104,2,1185.49982
-10.107931,2,1185.935218
-8.039042,1,1186.151495
-8.388259,1,1186.36389
-4.928635,1,1186.582537
-18.694153,13,1191.47355
-19.661541,12,1194.419892
-4.994624,1,1194.656374
-29.699646,18,1199.290633
-19.700477,12,1202.767062
-12.025655,3,1203.288919
-4.8488,1,1203.553231
-4.982224,1,1203.767867
-12.192056,3,1204.36956
-7.794757,1,1204.596014
-8.166786,1,1204.834761
-8.068768,1,1205.074649
-10.799572,1,1205.342696
-7.789755,1,1205.619704
-7.606274,1,1205.837664
-8.337335,1,1206.045163
-8.181167,1,1206.262785
-4.978446,1,1206.490701
-8.023171,1,1206.71878
-11.083801,1,1206.923347
-5.0041,1,1207.195625
-5.13556,1,1207.404717
-6.933968,2,1207.803349
-8.21327,1,1208.011875
-6.997762,2,1208.403955
-4.823008,1,1208.711761
-7.980006,1,1208.954984
-12.663391,11,1212.858613
-4.982891,1,1213.063473
-5.05763,1,1213.275907
-8.946533,3,1213.810713
-7.858443,1,1214.029526
-4.911558,1,1214.255257
-7.790262,1,1214.460443
-8.027925,1,1214.679758
-6.932671,2,1215.118475
-7.773031,1,1215.32725
-7.920409,1,1215.544024
-4.928795,1,1215.761409
-7.119981,2,1216.132839
-4.916164,1,1216.345556
-8.208927,1,1216.560659
-8.094251,1,1216.777559
-7.968204,1,1217.038227
-6.893281,2,1217.418418
-26.674948,18,1225.002392
-18.473874,12,1230.172525
-24.742079,15,1235.217167
-8.152301,1,1235.42876
-7.895847,1,1235.690646
-12.151511,3,1236.230015
-7.914463,1,1236.509364
-5.154664,1,1236.733464
-6.194901,1,1236.927333
-14.694601,10,1240.804005
-21.794997,13,1245.701307
-8.017647,1,1245.898796
-7.864765,1,1246.127297
-8.195276,1,1246.328704
-7.999381,1,1246.547452
-8.132885,1,1246.768106
-7.997041,1,1246.964777
-8.049446,1,1247.186213
-8.055324,1,1247.392044
-10.982799,1,1247.664207
-9.034435,3,1248.205935
-10.145161,2,1248.628399
-8.000481,1,1248.894372
-5.113189,1,1249.105701
-8.036063,1,1249.316072
-7.967363,1,1249.529753
-8.02068,1,1249.740544
-8.076918,1,1249.95565
-12.027968,3,1250.489279
-21.829521,13,1254.573122
-9.93492,2,1254.951576
-8.208877,1,1255.172636
-7.953677,1,1255.442081
-8.017511,1,1255.66668
-5.029723,1,1255.877176
-7.901693,1,1256.091978
-9.950289,2,1256.472171
-4.951853,1,1256.667927
-9.830668,2,1257.039957
-8.18945,1,1257.250683
-8.059,1,1257.461655
-7.977685,1,1257.67165
-4.816949,1,1257.887269
-8.035228,1,1258.101165
-7.881174,1,1258.307091
-4.93018,1,1258.524957
-8.332653,1,1258.758175
-8.070434,1,1258.961716
-8.443585,1,1259.177819
-7.963908,1,1259.383052
-9.95222,2,1259.807462
-8.131479,1,1260.02778
-8.0238,1,1260.250119
-10.224542,2,1260.643742
-8.366189,1,1260.865083
-5.512353,1,1261.065068
-4.656851,1,1261.283731
-5.05595,1,1261.485468
-10.245777,2,1261.812494
-12.514384,3,1262.316764
-4.864098,1,1262.523934
-8.00221,1,1262.740146
-5.5973,1,1262.955586
-8.216397,1,1263.152755
-4.949529,1,1263.357436
-9.889281,2,1263.712567
-7.196097,2,1264.137524
-8.572364,1,1264.386981
-7.880305,1,1264.653817
-9.812773,2,1265.01204
-5.680803,1,1265.221165
-8.409518,1,1265.430995
-7.601544,1,1265.630988
-2.875842,1,1265.836135
-14.673351,10,1269.569536
-4.979941,1,1269.788729
-10.077727,3,1270.379497
-7.874821,1,1270.593675
-10.024776,2,1270.974828
-3.269831,1,1271.23089
-21.538194,12,1276.117015
-21.4932,13,1281.535976
-21.7981,13,1284.641866
-8.151694,1,1284.844886
-5.062583,1,1285.059492
-4.958874,1,1285.274547
-5.004631,1,1285.492659
-8.108473,1,1285.705472
-5.009117,1,1285.913433
-4.859413,1,1286.13129
-4.989182,1,1286.336112
-8.123368,1,1286.605822
-7.844545,1,1286.817967
-8.078612,1,1287.038746
-5.036963,1,1287.25861
-7.96571,1,1287.477879
-5.045743,1,1287.676163
-4.953207,1,1287.891827
-8.279153,1,1288.098336
-7.989058,1,1288.311667
-11.166831,1,1288.532668
-7.913024,1,1288.803779
-7.988229,1,1289.011563
-7.783631,1,1289.236635
-8.425829,1,1289.451061
-8.061871,1,1289.669996
-5.631152,1,1289.882503
-8.051712,1,1290.091347
-8.056654,1,1290.301659
-7.946088,1,1290.500566
-7.666222,1,1290.71453
-5.005694,1,1290.969642
-10.332329,2,1291.336681
-7.174264,1,1291.547517
-2.976342,1,1291.758884
-17.704874,10,1295.766953
-5.085681,1,1296.022908
-8.146784,1,1296.288047
-8.050811,1,1296.497992
-12.055747,3,1297.040733
-7.925839,1,1297.256264
-7.934712,1,1297.475847
-7.716047,1,1297.698185
-5.016247,1,1297.90435
-7.739724,1,1298.115909
-10.293258,2,1298.485667
-5.128654,1,1298.752961
-7.943514,1,1298.972776
-8.129036,1,1299.19552
-5.14049,1,1299.452766
-8.117438,1,1299.66473
-7.466787,1,1299.881435
-6.711489,2,1300.2523
-5.002732,1,1300.517675
-10.193058,2,1300.885688
-7.874722,1,1301.108011
-9.902324,3,1301.675724
-7.024075,2,1302.059322
-4.348859,1,1302.283715
-7.565821,1,1302.53727
-8.608366,1,1302.792706
-5.040777,1,1302.992564
-11.691536,1,1303.205799
-11.159026,1,1303.406734
-7.952579,1,1303.633836
-7.588118,1,1303.84015
-4.894072,1,1304.047855
-11.080432,1,1304.255949
-8.572875,1,1304.457625
-9.902022,2,1304.818236
-8.022909,1,1305.034817
-7.997193,1,1305.293423
-5.187659,1,1305.494253
-4.800907,1,1305.714653
-5.093063,1,1305.966324
-6.813776,2,1306.333229
-7.95099,1,1306.530703
-8.172972,1,1306.748025
-8.982982,3,1307.265589
-11.908911,3,1307.78548
-10.378057,2,1308.140584
-10.494901,2,1308.505683
-17.971724,6,1309.488768
-10.192337,2,1309.860184
-8.333734,1,1310.113532
-12.011532,3,1310.640081
-7.58712,1,1310.848224
-7.459808,1,1311.074982
-16.248728,5,1311.897744
-8.480094,1,1312.107697
-8.022735,1,1312.316823
-8.069292,1,1312.540778
-11.805078,3,1313.05379
-4.992148,1,1313.26072
-10.19125,2,1313.625777
-4.257749,1,1313.842896
-7.803967,1,1314.056903
-7.21499,2,1314.40516
-4.023275,1,1314.618864
-7.378071,1,1314.82667
-11.499066,1,1315.036508
-6.359498,2,1315.470877
-10.869298,1,1315.725046
-7.336844,1,1315.934419
-10.88573,1,1316.479983
-5.143973,1,1316.932545
-10.966595,1,1317.384051
-11.575643,2,1317.813625
-8.131171,1,1318.019771
-11.060273,1,1318.234042
-11.564,1,1318.453638
-7.690035,1,1318.715544
-7.901714,1,1318.974871
-8.309171,1,1319.187355
-13.644262,2,1319.691062
-5.578868,1,1319.903106
-10.363221,2,1320.261576
-7.037025,1,1320.493039
-4.296597,1,1320.691068
-10.156273,2,1321.044908
-3.171343,2,1321.455245
-17.633643,10,1325.254608
-14.704879,10,1329.378649
-19.586031,11,1334.205853
-21.992323,12,1338.283903
-10.219028,2,1338.647328
-7.968711,1,1338.914669
-7.814536,1,1339.140498
-25.093435,14,1343.802599
-10.039511,2,1344.197515
-4.806969,1,1344.471189
-11.00522,1,1344.692372
-4.920133,1,1344.927329
-4.855581,1,1345.137521
-4.768274,1,1345.354939
-8.317541,1,1345.574802
-8.135694,1,1345.790406
-7.794865,1,1346.015314
-8.12534,1,1346.285175
-4.935844,1,1346.510151
-10.043866,2,1346.882401
-13.216362,5,1347.73508
-11.008799,1,1347.997932
-10.935702,4,1348.714219
-6.400201,2,1349.135291
-7.898824,1,1349.344219
-6.504135,2,1349.708753
-4.377917,1,1349.934056
-4.49628,1,1350.138973
-8.176561,1,1350.401937
-8.526812,1,1350.944917
-11.813463,2,1351.397816
-5.182943,1,1351.61186
-4.447648,1,1351.872319
-4.63205,1,1352.086396
-7.773145,2,1352.526257
-7.48201,1,1352.740151
-7.034998,2,1353.107493
-5.138051,1,1353.342743
-12.041753,3,1353.954603
-7.567231,2,1354.320204
-10.763486,1,1354.540149
-11.738679,3,1355.049731
-8.235043,1,1355.265296
-7.416413,2,1355.619409
-7.395934,1,1355.83775
-8.566889,1,1356.198672
-5.197746,1,1356.402299
-8.241669,1,1356.620742
-7.264324,1,1356.838216
-7.844711,1,1357.043561
-10.049929,1,1357.437906
-5.004693,1,1357.653804
-11.223773,1,1357.921565
-8.356651,1,1358.124728
-11.9956,2,1358.715802
-8.225732,2,1359.067359
-8.05193,1,1359.2793
-6.993209,2,1359.681493
-4.627626,1,1359.884968
-8.551718,1,1360.102114
-8.590722,1,1360.35778
-5.518169,1,1360.573621
-6.968828,1,1360.771785
-21.003042,14,1365.38499
-5.008326,1,1365.607421
-7.998877,1,1365.820791
-5.162147,1,1366.044981
-5.001938,1,1366.252116
-7.032602,2,1366.62597
-6.973128,2,1366.998873
-8.034098,1,1367.219808
-10.149804,2,1367.60272
-10.057164,2,1368.053352
-5.021965,1,1368.328051
-4.91689,1,1368.592326
-4.615315,1,1368.784509
-8.263918,1,1369.000281
-4.829355,1,1369.208877
-8.075446,1,1369.434124
-10.017135,2,1369.816925
-14.110015,4,1370.576156
-5.016124,1,1370.795064
-7.915461,1,1371.004714
-7.994031,1,1371.276237
-16.565724,11,1375.76906
-16.583597,11,1380.238376
-12.757828,10,1382.729894
-18.510294,12,1387.542367
-21.509055,12,1392.886275
-25.794208,14,1396.129795
-4.911347,1,1396.393667
-5.006172,1,1396.670562
-7.840802,1,1396.869591
-8.168879,1,1397.085397
-8.042112,1,1397.289416
-4.863707,1,1397.508758
-7.790739,1,1397.774814
-6.976559,2,1398.191292
-7.923613,1,1398.398227
-7.883416,1,1398.609831
-7.856886,1,1398.827907
-7.93177,1,1399.037144
-5.252265,1,1399.248746
-24.936202,15,1404.060264
-5.039612,1,1404.357798
-8.002296,1,1404.57989
-5.012487,1,1404.874014
-5.017549,1,1405.10176
-4.963292,1,1405.455555
-5.036328,1,1405.770986
-8.112868,1,1405.995789
-9.880813,2,1406.409847
-7.037426,2,1406.783363
-9.040216,3,1407.374454
-8.120595,1,1407.605613
-7.860297,1,1407.82665
-5.049875,1,1408.07443
-4.980058,1,1408.288682
-7.0129,2,1408.664567
-7.971276,1,1408.872538
-5.030471,1,1409.104191
-4.893299,1,1409.319041
-8.044683,1,1409.593869
-18.953848,12,1413.60646
-11.020334,1,1413.853176
-14.635703,10,1417.840512
-16.774101,11,1422.083988
-19.937556,12,1426.169573
-8.002465,1,1426.390941
-11.004192,1,1426.647573
-21.906253,11,1429.012815
-11.021855,1,1429.293444
-26.990094,14,1432.353345
-7.999434,1,1432.680614
-12.998012,2,1433.093532
-13.00619,2,1433.618808
-11.008695,1,1433.916102
-11.02963,1,1434.210464
-10.97264,1,1434.529037
-5.003593,1,1434.732258
-16.992357,4,1435.541048
-11.976896,3,1436.198266
-13.005922,2,1436.481386
-7.992016,1,1436.743984
-12.995586,2,1437.155182
-11.010409,1,1437.356893
-10.987832,1,1437.561661
-10.977244,1,1437.807106
-10.020335,2,1438.276066
-4.989638,1,1438.515203
-5.132785,1,1438.798619
-5.009305,1,1439.098589
-10.122949,2,1439.462112
-10.748221,4,1440.210256
-10.031356,2,1440.590623
-8.192559,1,1440.853551
-12.059926,3,1441.380252
-8.174322,1,1441.604419
-8.987009,3,1442.117955
-8.001088,1,1442.338367
-16.727852,12,1446.460982
-19.577827,12,1451.75748
-14.783507,11,1456.382022
-14.761001,12,1460.527493
-15.622361,11,1464.888984
-4.944206,1,1465.289722
-12.73862,10,1469.527729
-16.745544,11,1473.94058
-5.240029,1,1474.226788
-8.092756,1,1474.432552
-4.998559,1,1474.713748
-5.057117,1,1474.979894
-5.007896,1,1475.198124
-5.080089,1,1475.41453
-8.002156,1,1475.626603
-7.111684,2,1476.009676
-8.139915,1,1476.221245
-7.936873,1,1476.447484
-8.083317,1,1476.651175
-4.979734,1,1476.932992
-7.996982,1,1477.143441
-7.067067,2,1477.516577
-5.109084,1,1477.734554
-8.06727,1,1477.966133
-8.029962,1,1478.16414
-12.020464,3,1478.701942
-8.064293,1,1478.920718
-10.121978,2,1479.407534
-4.657558,1,1479.696024
-8.195126,1,1479.959972
-7.894592,1,1480.230041
-10.028803,2,1480.63194
-5.035621,1,1480.855531
-13.073569,2,1481.216855
-19.899425,7,1482.43047
-8.133062,1,1482.645314
-4.989119,1,1482.910344
-7.698301,1,1483.119743
-7.868383,1,1483.343848
-5.12628,1,1483.554446
-11.101462,1,1483.772605
-7.891743,1,1483.984748
-3.029775,1,1484.191582
-18.441238,13,1488.977852
-12.67404,11,1493.292694
-25.794979,14,1498.079751
-10.123891,2,1498.44567
-4.904339,1,1498.658168
-5.025025,1,1498.872088
-12.809721,2,1499.253721
-4.982865,1,1499.462805
-8.01421,1,1499.676754
-3.194467,1,1499.887317
-23.682586,13,1504.155088
-4.833645,1,1504.374254
-9.048552,3,1504.946189
-4.841361,1,1505.165873
-8.123232,1,1505.367172
-7.987154,1,1505.583464
-8.023945,1,1505.799584
-4.985921,1,1506.011706
-11.124187,1,1506.23038
-5.014272,1,1506.449849
-7.9944,1,1506.665221
-14.865199,10,1510.323391
-19.841036,12,1514.595069
-8.128473,1,1516.677816
-8.200911,1,1516.88916
-4.991049,1,1517.149488
-7.778123,1,1517.358762
-8.088336,1,1517.571003
-8.083242,1,1517.834437
-4.933699,1,1518.052381
-5.00612,1,1518.258324
-7.869889,1,1518.526721
-7.878764,1,1518.751077
-8.016517,1,1518.969558
-5.119877,1,1519.185879
-8.124098,1,1519.398959
-4.946226,1,1519.617095
-4.994731,1,1519.830651
-8.3726,1,1520.050801
-7.03045,2,1520.418198
-8.011719,1,1520.630388
-4.96867,1,1520.855005
-8.008229,1,1521.120439
-7.970712,1,1521.337335
-7.835655,1,1521.539331
-5.01709,1,1521.754591
-21.725985,13,1526.250672
-12.766026,10,1530.594381
-10.961702,1,1530.829927
-14.73835,10,1535.042903
-22.851345,11,1539.603509
-7.860777,1,1539.976353
-4.93785,1,1540.232232
-8.035667,1,1540.440782
-4.691651,1,1540.671534
-8.04991,1,1540.882473
-4.950774,1,1541.108833
-10.969888,1,1541.315175
-8.155683,1,1541.52284
-7.876488,1,1541.749991
-4.982885,1,1541.971485
-25.03118,18,1546.751759
-14.89192,11,1550.55007
-20.446892,13,1555.834434
-19.851365,11,1560.190299
-7.940568,1,1560.40647
-7.077437,2,1560.839711
-10.267088,2,1561.208304
-7.973089,1,1561.419698
-4.912779,1,1561.63647
-5.071388,1,1561.854241
-10.058836,2,1562.278511
-24.683371,16,1568.096753
-29.309455,16,1574.537069
-19.72403,11,1579.272789
-7.685019,1,1579.477275
-8.13486,1,1579.70562
-6.951296,2,1580.08865
-6.93157,2,1580.458658
-8.278752,1,1580.68245
-5.390041,1,1580.888886
-8.146349,1,1581.118558
-8.114856,1,1581.333043
-8.012331,1,1581.550203
-10.288291,2,1581.936213
-4.614928,1,1582.196425
-7.976492,1,1582.405521
-7.721262,1,1582.666598
-7.839715,1,1582.897334
-24.077286,13,1587.285909
-5.006764,1,1587.544888
-11.059922,1,1587.849116
-8.084871,1,1588.065742
-7.969128,1,1588.278436
-8.012566,1,1588.4961
-4.982936,1,1588.715229
-7.986478,1,1588.935915
-8.025253,1,1589.193524
-8.020953,1,1589.401991
-2.926184,1,1589.607578
-14.719419,10,1593.338235
-14.668958,11,1597.585249
-7.946824,1,1597.805531
-16.747661,12,1602.28545
-5.016964,2,1602.775333
-8.026952,1,1602.984838
-7.660165,1,1603.194737
-8.037872,1,1603.406486
-8.128908,1,1603.618615
-9.92648,2,1603.987739
-7.954137,1,1604.201566
-8.098189,1,1604.426819
-8.008199,1,1604.681861
-10.055291,2,1605.061015
-8.081171,1,1605.318221
-4.611099,1,1605.53801
-8.367854,1,1605.753145
-8.364767,1,1605.957382
-8.144059,1,1606.1585
-7.753472,1,1606.365618
-7.855293,1,1606.576819
-7.87067,1,1606.78385
-10.842397,1,1606.992174
-7.859673,1,1607.263201
-7.732451,1,1607.465121
-8.257949,1,1607.679441
-8.472981,1,1607.897717
-5.383695,1,1608.107821
-7.891717,1,1608.303701
-7.993044,1,1608.514911
-3.728831,1,1608.774182
-2.956315,1,1608.985299
-20.662025,11,1612.862554
-6.923377,2,1613.786604
-22.752952,11,1618.06538
-7.061218,2,1618.502174
-7.138531,2,1618.928164
-7.938245,1,1619.146371
-5.041436,1,1619.354107
-12.050811,3,1619.894417
-7.870973,1,1620.126835
-4.95152,1,1620.32304
-5.075492,1,1620.544991
-8.362325,1,1620.763606
-7.755383,1,1620.98149
-10.387367,2,1621.375406
-7.946692,1,1621.629348
-10.015064,2,1622.009227
-5.000655,1,1622.282888
-4.881396,1,1622.495827
-6.960546,2,1622.872231
-23.086406,11,1626.546828
-4.846485,1,1626.781426
-8.00878,1,1626.995378
-8.155399,1,1627.207785
-8.057974,1,1627.430374
-8.066606,1,1627.629303
-7.934409,1,1627.847061
-8.052615,1,1628.056184
-10.047302,2,1628.430175
-8.085575,1,1628.649783
-7.814929,1,1628.865582
-4.841861,1,1629.129483
-4.765569,1,1629.347011
-4.837469,1,1629.557316
-8.067457,1,1629.77374
-4.840611,1,1629.990529
-7.94874,1,1630.205932
-8.352209,1,1630.423437
-10.164021,2,1630.796312
-7.95337,1,1631.014408
-4.533366,1,1631.232708
-7.914016,1,1631.448485
-10.848332,1,1631.653845
-4.849938,1,1631.879176
-8.825259,3,1632.418383
-8.371473,1,1632.687395
-7.945984,1,1632.963439
-7.907499,1,1633.166518
-8.717557,3,1633.707861
-7.969529,1,1633.908417
-11.77562,3,1634.446891
-7.969206,1,1634.658144
-5.003788,1,1634.8777
-21.132396,12,1638.731027
-7.930964,1,1638.957682
-8.010484,1,1639.217898
-9.981714,2,1639.592686
-5.050403,1,1639.805155
-8.011392,1,1640.018363
-5.089835,1,1640.241752
-7.952937,1,1640.446938
-7.952064,1,1640.663988
-5.172643,1,1640.929642
-9.049463,3,1641.454038
-7.854706,1,1641.715995
-8.311421,1,1641.932839
-7.005792,2,1642.319323
-7.650429,1,1642.517956
-5.010392,1,1642.739922
-7.96801,1,1642.947158
-11.135589,1,1643.170287
-5.001264,1,1643.430759
-4.940985,1,1643.649328
-7.960759,1,1643.864072
-8.021141,1,1644.068413
-8.081557,1,1644.27382
-7.700216,1,1644.477769
-5.057119,1,1644.687389
-7.983538,1,1644.921032
-8.031617,1,1645.117017
-10.883459,1,1645.379923
-8.018461,1,1645.599372
-7.859015,1,1645.806994
-7.844726,1,1646.025806
-8.118832,1,1646.24269
-8.034898,1,1646.449979
-5.06883,1,1646.657307
-8.187273,1,1646.875767
-8.166022,1,1647.081312
-8.157685,1,1647.348288
-8.057363,1,1647.565247
-4.885107,1,1647.776718
-5.065822,1,1647.992501
-4.88164,1,1648.203017
-5.04455,1,1648.424537
-8.122106,1,1648.628053
-4.9742,1,1648.838393
-5.227403,1,1649.059002
-7.960876,1,1649.329736
-20.150547,12,1653.184133
-8.069128,1,1653.397229
-7.14587,2,1653.812039
-3.21281,1,1654.022444
-22.758939,10,1657.760716
-24.675288,11,1661.976364
-10.007219,2,1662.41237
-4.999305,1,1662.616736
-8.019883,1,1662.824615
-5.002465,1,1663.091795
-25.017973,11,1665.499543
-8.025915,1,1665.666882
-13.001423,2,1666.084279
-11.007727,1,1666.29449
-4.993536,1,1666.515142
-5.006161,1,1666.729803
-16.979429,4,1667.602575
-7.997521,1,1667.885377
-14.987462,3,1668.397207
-11.005572,4,1669.082533
-13.002946,2,1669.380566
-4.999315,1,1669.590723
-10.993632,1,1669.867708
-10.992158,1,1670.111014
-27.020507,13,1673.085356
-8.042289,1,1673.60929
-11.024031,1,1674.066552
-8.013436,1,1674.491614
-10.991298,4,1675.57659
-11.015788,1,1675.976809
-13.943044,4,1677.159481
-13.004454,2,1677.689873
-19.955906,11,1680.09492
-5.007643,1,1680.324558
-7.994741,1,1680.518672
-12.93627,5,1681.65459
-16.745103,7,1685.422155
-20.629783,10,1688.573203
-7.995135,1,1688.871542
-10.004355,2,1689.475023
-13.007171,2,1689.948282
-10.989856,1,1690.206344
-9.954587,2,1690.674133
-9.016542,3,1691.303759
-11.017144,1,1691.511314
-4.994324,1,1691.786098
-11.009405,1,1691.989295
-16.008441,10,1694.392389
-7.999711,1,1694.601756
-15.000653,3,1695.224441
-16.996188,4,1696.020625
-5.003246,1,1696.294631
-12.006147,3,1696.947848
-4.994242,1,1697.242499
-8.910385,3,1698.53723
-19.50139,12,1703.693478
-16.784867,12,1706.825052
-5.032308,1,1707.049596
-4.938595,1,1707.317115
-8.013305,1,1707.533392
-8.036108,1,1707.74485
-11.080616,1,1707.958615
-8.067365,1,1708.180255
-7.904864,1,1708.410067
-11.994889,3,1708.942952
-8.192693,1,1709.173499
-8.022699,1,1709.443154
-8.615831,1,1709.718084
-5.035972,1,1709.935337
-6.605747,2,1710.350469
-8.244137,1,1710.639825
-7.676174,1,1710.907054
-5.143512,1,1711.199369
-8.240791,1,1711.42108
-7.776766,1,1711.644295
-4.72795,1,1711.901436
-7.95396,1,1712.114373
-4.647538,1,1712.324515
-5.10654,1,1712.545423
-8.136801,1,1712.747071
-7.94027,1,1712.977041
-7.3544,1,1713.172094
-8.128708,1,1713.389643
-5.426914,1,1713.594911
-5.296756,1,1713.84811
-10.974382,1,1714.053154
-7.997378,1,1714.261251
-7.962101,1,1714.46039
-4.978181,1,1714.674338
-7.814991,1,1714.909841
-8.445069,1,1715.167306
-7.52557,1,1715.375835
-8.119117,1,1715.576267
-7.935192,1,1715.782651
-5.212606,1,1715.995193
-8.010138,1,1716.217043
-8.670459,1,1716.414798
-7.467136,1,1716.629771
-8.513195,1,1716.837151
-7.859223,1,1717.10114
-8.187015,1,1717.312177
-7.709899,1,1717.553011
-11.115983,1,1717.764034
-8.092901,1,1718.206962
-24.741065,15,1723.475131
-16.70042,14,1728.602172
-8.125921,1,1728.857951
-11.000776,1,1729.12728
-7.983946,1,1729.356247
-7.970013,1,1729.559774
-8.273205,1,1729.777219
-4.573711,1,1729.998513
-18.853338,12,1734.082615
-8.004746,1,1734.343208
-11.023983,1,1734.647496
-10.994162,1,1734.945756
-11.005889,1,1735.230602
-16.029091,14,1738.334188
-10.999879,1,1738.609081
-13.007248,2,1738.977779
-11.066751,1,1739.320888
-7.922634,1,1739.533487
-21.086627,14,1744.038365
-8.01535,1,1744.313788
-7.993487,1,1744.539605
